Participant ID,ISO2 country code,ISO3,Power Distance,Individualism,Masculinity,Uncertainty Avoidance,Long Term Orientation,Indulgence
p41991,SE,SWE,31,71,5,29,53,78
p41992,SE,SWE,31,71,5,29,53,78
p41993,SE,SWE,31,71,5,29,53,78
p41994,SE,SWE,31,71,5,29,53,78
p41995,SE,SWE,31,71,5,29,53,78
p41996,SE,SWE,31,71,5,29,53,78
p41997,SE,SWE,31,71,5,29,53,78
p41998,SE,SWE,31,71,5,29,53,78
p41999,SE,SWE,31,71,5,29,53,78
p42000,SE,SWE,31,71,5,29,53,78
p42001,SE,SWE,31,71,5,29,53,78
p42002,SE,SWE,31,71,5,29,53,78
p42003,SE,SWE,31,71,5,29,53,78
p42004,SE,SWE,31,71,5,29,53,78
p42005,SE,SWE,31,71,5,29,53,78
p42006,SE,SWE,31,71,5,29,53,78
p42007,SE,SWE,31,71,5,29,53,78
p42008,SE,SWE,31,71,5,29,53,78
p42009,SE,SWE,31,71,5,29,53,78
p42010,SE,SWE,31,71,5,29,53,78
p42011,SE,SWE,31,71,5,29,53,78
p42012,SE,SWE,31,71,5,29,53,78
p42013,SE,SWE,31,71,5,29,53,78
p42014,SE,SWE,31,71,5,29,53,78
p42015,SE,SWE,31,71,5,29,53,78
p42016,SE,SWE,31,71,5,29,53,78
p42017,SE,SWE,31,71,5,29,53,78
p42018,SE,SWE,31,71,5,29,53,78
p42019,SE,SWE,31,71,5,29,53,78
p42020,SE,SWE,31,71,5,29,53,78
p42021,SE,SWE,31,71,5,29,53,78
p42022,SE,SWE,31,71,5,29,53,78
p42023,SE,SWE,31,71,5,29,53,78
p42024,SE,SWE,31,71,5,29,53,78
p42025,SE,SWE,31,71,5,29,53,78
p42026,SE,SWE,31,71,5,29,53,78
p42027,SE,SWE,31,71,5,29,53,78
p42028,SE,SWE,31,71,5,29,53,78
p42029,SE,SWE,31,71,5,29,53,78
p42030,SE,SWE,31,71,5,29,53,78
p42031,SE,SWE,31,71,5,29,53,78
p42032,SE,SWE,31,71,5,29,53,78
p42033,SE,SWE,31,71,5,29,53,78
p42034,SE,SWE,31,71,5,29,53,78
p42035,SE,SWE,31,71,5,29,53,78
p42036,SE,SWE,31,71,5,29,53,78
p42037,SE,SWE,31,71,5,29,53,78
p42038,SE,SWE,31,71,5,29,53,78
p42039,SE,SWE,31,71,5,29,53,78
p42040,SE,SWE,31,71,5,29,53,78
p42041,SE,SWE,31,71,5,29,53,78
p42042,SE,SWE,31,71,5,29,53,78
p42043,SE,SWE,31,71,5,29,53,78
p42044,SE,SWE,31,71,5,29,53,78
p42045,SE,SWE,31,71,5,29,53,78
p42046,SE,SWE,31,71,5,29,53,78
p42047,SE,SWE,31,71,5,29,53,78
p42048,SE,SWE,31,71,5,29,53,78
p42049,SE,SWE,31,71,5,29,53,78
p42050,SE,SWE,31,71,5,29,53,78
p42051,SE,SWE,31,71,5,29,53,78
p42052,SE,SWE,31,71,5,29,53,78
p42053,SE,SWE,31,71,5,29,53,78
p42054,SE,SWE,31,71,5,29,53,78
p42055,SE,SWE,31,71,5,29,53,78
p42056,SE,SWE,31,71,5,29,53,78
p42057,SE,SWE,31,71,5,29,53,78
p42058,SE,SWE,31,71,5,29,53,78
p42059,SE,SWE,31,71,5,29,53,78
p42060,SE,SWE,31,71,5,29,53,78
p42061,SE,SWE,31,71,5,29,53,78
p42062,SE,SWE,31,71,5,29,53,78
p42063,SE,SWE,31,71,5,29,53,78
p42064,SE,SWE,31,71,5,29,53,78
p42065,SE,SWE,31,71,5,29,53,78
p42066,SE,SWE,31,71,5,29,53,78
p42067,SE,SWE,31,71,5,29,53,78
p42068,SE,SWE,31,71,5,29,53,78
p42069,SE,SWE,31,71,5,29,53,78
p42070,SE,SWE,31,71,5,29,53,78
p42071,SE,SWE,31,71,5,29,53,78
p42072,SE,SWE,31,71,5,29,53,78
p42073,SE,SWE,31,71,5,29,53,78
p42074,SE,SWE,31,71,5,29,53,78
p42075,SE,SWE,31,71,5,29,53,78
p42076,SE,SWE,31,71,5,29,53,78
p42077,SE,SWE,31,71,5,29,53,78
p42078,SE,SWE,31,71,5,29,53,78
p42079,SE,SWE,31,71,5,29,53,78
p42080,SE,SWE,31,71,5,29,53,78
p42081,SE,SWE,31,71,5,29,53,78
p42082,SE,SWE,31,71,5,29,53,78
p42083,SE,SWE,31,71,5,29,53,78
p42084,SE,SWE,31,71,5,29,53,78
p42085,SE,SWE,31,71,5,29,53,78
p42086,SE,SWE,31,71,5,29,53,78
p42087,SE,SWE,31,71,5,29,53,78
p42088,SE,SWE,31,71,5,29,53,78
p42089,SE,SWE,31,71,5,29,53,78
p42090,SE,SWE,31,71,5,29,53,78
p42091,SE,SWE,31,71,5,29,53,78
p42092,SE,SWE,31,71,5,29,53,78
p42093,SE,SWE,31,71,5,29,53,78
p42094,SE,SWE,31,71,5,29,53,78
p42095,SE,SWE,31,71,5,29,53,78
p42096,SE,SWE,31,71,5,29,53,78
p42097,SE,SWE,31,71,5,29,53,78
p42098,SE,SWE,31,71,5,29,53,78
p42099,SE,SWE,31,71,5,29,53,78
p42100,SE,SWE,31,71,5,29,53,78
p42101,SE,SWE,31,71,5,29,53,78
p42102,SE,SWE,31,71,5,29,53,78
p42103,SE,SWE,31,71,5,29,53,78
p42104,SE,SWE,31,71,5,29,53,78
p42105,SE,SWE,31,71,5,29,53,78
p42106,SE,SWE,31,71,5,29,53,78
p42107,SE,SWE,31,71,5,29,53,78
p42108,SE,SWE,31,71,5,29,53,78
p42109,SE,SWE,31,71,5,29,53,78
p42110,SE,SWE,31,71,5,29,53,78
p42111,SE,SWE,31,71,5,29,53,78
p42112,SE,SWE,31,71,5,29,53,78
p42113,SE,SWE,31,71,5,29,53,78
p42114,SE,SWE,31,71,5,29,53,78
p42115,SE,SWE,31,71,5,29,53,78
p42116,SE,SWE,31,71,5,29,53,78
p42117,SE,SWE,31,71,5,29,53,78
p42118,SE,SWE,31,71,5,29,53,78
p42119,SE,SWE,31,71,5,29,53,78
p42120,SE,SWE,31,71,5,29,53,78
p42121,SE,SWE,31,71,5,29,53,78
p42122,SE,SWE,31,71,5,29,53,78
p42123,SE,SWE,31,71,5,29,53,78
p42124,SE,SWE,31,71,5,29,53,78
p42125,SE,SWE,31,71,5,29,53,78
p42126,SE,SWE,31,71,5,29,53,78
p42127,SE,SWE,31,71,5,29,53,78
p42128,SE,SWE,31,71,5,29,53,78
p42129,SE,SWE,31,71,5,29,53,78
p42130,SE,SWE,31,71,5,29,53,78
p42131,SE,SWE,31,71,5,29,53,78
p42132,SE,SWE,31,71,5,29,53,78
p42133,SE,SWE,31,71,5,29,53,78
p42134,SE,SWE,31,71,5,29,53,78
p42135,SE,SWE,31,71,5,29,53,78
p42136,SE,SWE,31,71,5,29,53,78
p42137,SE,SWE,31,71,5,29,53,78
p42138,SE,SWE,31,71,5,29,53,78
p42139,SE,SWE,31,71,5,29,53,78
p42140,SE,SWE,31,71,5,29,53,78
p42141,SE,SWE,31,71,5,29,53,78
p42142,SE,SWE,31,71,5,29,53,78
p42143,SE,SWE,31,71,5,29,53,78
p42144,SE,SWE,31,71,5,29,53,78
p42145,SE,SWE,31,71,5,29,53,78
p42146,SE,SWE,31,71,5,29,53,78
p42147,SE,SWE,31,71,5,29,53,78
p42148,SE,SWE,31,71,5,29,53,78
p42149,SE,SWE,31,71,5,29,53,78
p42150,SE,SWE,31,71,5,29,53,78
p42151,SE,SWE,31,71,5,29,53,78
p42152,SE,SWE,31,71,5,29,53,78
p42153,SE,SWE,31,71,5,29,53,78
p42154,SE,SWE,31,71,5,29,53,78
p42155,SE,SWE,31,71,5,29,53,78
p42156,SE,SWE,31,71,5,29,53,78
p42157,SE,SWE,31,71,5,29,53,78
p42158,SE,SWE,31,71,5,29,53,78
p42159,SE,SWE,31,71,5,29,53,78
p42160,SE,SWE,31,71,5,29,53,78
p42161,SE,SWE,31,71,5,29,53,78
p42162,SE,SWE,31,71,5,29,53,78
p42163,SE,SWE,31,71,5,29,53,78
p42164,SE,SWE,31,71,5,29,53,78
p42165,SE,SWE,31,71,5,29,53,78
p42166,SE,SWE,31,71,5,29,53,78
p42167,SE,SWE,31,71,5,29,53,78
p42168,SE,SWE,31,71,5,29,53,78
p42169,SE,SWE,31,71,5,29,53,78
p42170,SE,SWE,31,71,5,29,53,78
p42171,SE,SWE,31,71,5,29,53,78
p42172,SE,SWE,31,71,5,29,53,78
p42173,SE,SWE,31,71,5,29,53,78
p42174,SE,SWE,31,71,5,29,53,78
p42175,SE,SWE,31,71,5,29,53,78
p42176,SE,SWE,31,71,5,29,53,78
p42177,SE,SWE,31,71,5,29,53,78
p42178,SE,SWE,31,71,5,29,53,78
p42179,SE,SWE,31,71,5,29,53,78
p42180,SE,SWE,31,71,5,29,53,78
p42181,SE,SWE,31,71,5,29,53,78
p42182,SE,SWE,31,71,5,29,53,78
p42183,SE,SWE,31,71,5,29,53,78
p42184,SE,SWE,31,71,5,29,53,78
p42185,SE,SWE,31,71,5,29,53,78
p42186,SE,SWE,31,71,5,29,53,78
p42187,SE,SWE,31,71,5,29,53,78
p42188,SE,SWE,31,71,5,29,53,78
p42189,SE,SWE,31,71,5,29,53,78
p42190,SE,SWE,31,71,5,29,53,78
p42191,SE,SWE,31,71,5,29,53,78
p42192,SE,SWE,31,71,5,29,53,78
p42193,SE,SWE,31,71,5,29,53,78
p42194,SE,SWE,31,71,5,29,53,78
p42195,SE,SWE,31,71,5,29,53,78
p42196,SE,SWE,31,71,5,29,53,78
p42197,SE,SWE,31,71,5,29,53,78
p42198,SE,SWE,31,71,5,29,53,78
p42199,SE,SWE,31,71,5,29,53,78
p42200,SE,SWE,31,71,5,29,53,78
p42201,SE,SWE,31,71,5,29,53,78
p42202,SE,SWE,31,71,5,29,53,78
p42203,SE,SWE,31,71,5,29,53,78
p42204,SE,SWE,31,71,5,29,53,78
p42205,SE,SWE,31,71,5,29,53,78
p42206,SE,SWE,31,71,5,29,53,78
p42207,SE,SWE,31,71,5,29,53,78
p42208,SE,SWE,31,71,5,29,53,78
p42209,SE,SWE,31,71,5,29,53,78
p42210,SE,SWE,31,71,5,29,53,78
p42211,SE,SWE,31,71,5,29,53,78
p42212,SE,SWE,31,71,5,29,53,78
p42213,SE,SWE,31,71,5,29,53,78
p42214,SE,SWE,31,71,5,29,53,78
p42215,SE,SWE,31,71,5,29,53,78
p42216,SE,SWE,31,71,5,29,53,78
p42217,SE,SWE,31,71,5,29,53,78
p42218,SE,SWE,31,71,5,29,53,78
p42219,SE,SWE,31,71,5,29,53,78
p42220,SE,SWE,31,71,5,29,53,78
p42221,SE,SWE,31,71,5,29,53,78
p42222,SE,SWE,31,71,5,29,53,78
p42223,SE,SWE,31,71,5,29,53,78
p42224,SE,SWE,31,71,5,29,53,78
p42225,SE,SWE,31,71,5,29,53,78
p42226,SE,SWE,31,71,5,29,53,78
p42227,SE,SWE,31,71,5,29,53,78
p42228,SE,SWE,31,71,5,29,53,78
p42229,SE,SWE,31,71,5,29,53,78
p42230,SE,SWE,31,71,5,29,53,78
p42231,SE,SWE,31,71,5,29,53,78
p42232,SE,SWE,31,71,5,29,53,78
p42233,SE,SWE,31,71,5,29,53,78
p42234,SE,SWE,31,71,5,29,53,78
p42235,SE,SWE,31,71,5,29,53,78
p42236,SE,SWE,31,71,5,29,53,78
p42237,SE,SWE,31,71,5,29,53,78
p42238,SE,SWE,31,71,5,29,53,78
p42239,SE,SWE,31,71,5,29,53,78
p42240,SE,SWE,31,71,5,29,53,78
p42241,SE,SWE,31,71,5,29,53,78
p42242,SE,SWE,31,71,5,29,53,78
p42243,SE,SWE,31,71,5,29,53,78
p42244,SE,SWE,31,71,5,29,53,78
p42245,SE,SWE,31,71,5,29,53,78
p42246,SE,SWE,31,71,5,29,53,78
p42247,SE,SWE,31,71,5,29,53,78
p42248,SE,SWE,31,71,5,29,53,78
p42249,SE,SWE,31,71,5,29,53,78
p42250,SE,SWE,31,71,5,29,53,78
p42251,SE,SWE,31,71,5,29,53,78
p42252,SE,SWE,31,71,5,29,53,78
p42253,SE,SWE,31,71,5,29,53,78
p42254,SE,SWE,31,71,5,29,53,78
p42255,SE,SWE,31,71,5,29,53,78
p42256,SE,SWE,31,71,5,29,53,78
p42257,SE,SWE,31,71,5,29,53,78
p42258,SE,SWE,31,71,5,29,53,78
p42259,SE,SWE,31,71,5,29,53,78
p42260,SE,SWE,31,71,5,29,53,78
p42261,SE,SWE,31,71,5,29,53,78
p42262,SE,SWE,31,71,5,29,53,78
p42263,SE,SWE,31,71,5,29,53,78
p42264,SE,SWE,31,71,5,29,53,78
p42265,SE,SWE,31,71,5,29,53,78
p42266,SE,SWE,31,71,5,29,53,78
p42267,SE,SWE,31,71,5,29,53,78
p42268,SE,SWE,31,71,5,29,53,78
p42269,SE,SWE,31,71,5,29,53,78
p42270,SE,SWE,31,71,5,29,53,78
p42271,SE,SWE,31,71,5,29,53,78
p42272,SE,SWE,31,71,5,29,53,78
p42273,SE,SWE,31,71,5,29,53,78
p42274,SE,SWE,31,71,5,29,53,78
p42275,SE,SWE,31,71,5,29,53,78
p42276,SE,SWE,31,71,5,29,53,78
p42277,SE,SWE,31,71,5,29,53,78
p42278,SE,SWE,31,71,5,29,53,78
p42279,SE,SWE,31,71,5,29,53,78
p42280,SE,SWE,31,71,5,29,53,78
p42281,SE,SWE,31,71,5,29,53,78
p42282,SE,SWE,31,71,5,29,53,78
p42283,SE,SWE,31,71,5,29,53,78
p42284,SE,SWE,31,71,5,29,53,78
p42285,SE,SWE,31,71,5,29,53,78
p42286,SE,SWE,31,71,5,29,53,78
p42287,SE,SWE,31,71,5,29,53,78
p42288,SE,SWE,31,71,5,29,53,78
p42289,SE,SWE,31,71,5,29,53,78
p42290,SE,SWE,31,71,5,29,53,78
p42291,SE,SWE,31,71,5,29,53,78
p42292,SE,SWE,31,71,5,29,53,78
p42293,SE,SWE,31,71,5,29,53,78
p42294,SE,SWE,31,71,5,29,53,78
p42295,SE,SWE,31,71,5,29,53,78
p42296,SE,SWE,31,71,5,29,53,78
p42297,SE,SWE,31,71,5,29,53,78
p42298,SE,SWE,31,71,5,29,53,78
p42299,SE,SWE,31,71,5,29,53,78
p42300,SE,SWE,31,71,5,29,53,78
p42301,SE,SWE,31,71,5,29,53,78
p42302,SE,SWE,31,71,5,29,53,78
p42303,SE,SWE,31,71,5,29,53,78
p42304,SE,SWE,31,71,5,29,53,78
p42305,SE,SWE,31,71,5,29,53,78
p42306,SE,SWE,31,71,5,29,53,78
p42307,SE,SWE,31,71,5,29,53,78
p42308,SE,SWE,31,71,5,29,53,78
p42309,SE,SWE,31,71,5,29,53,78
p42310,SE,SWE,31,71,5,29,53,78
p42311,SE,SWE,31,71,5,29,53,78
p42312,SE,SWE,31,71,5,29,53,78
p42313,SE,SWE,31,71,5,29,53,78
p42314,SE,SWE,31,71,5,29,53,78
p42315,SE,SWE,31,71,5,29,53,78
p42316,SE,SWE,31,71,5,29,53,78
p42317,SE,SWE,31,71,5,29,53,78
p42318,SE,SWE,31,71,5,29,53,78
p42319,SE,SWE,31,71,5,29,53,78
p42320,SE,SWE,31,71,5,29,53,78
p42321,SE,SWE,31,71,5,29,53,78
p42322,SE,SWE,31,71,5,29,53,78
p42323,SE,SWE,31,71,5,29,53,78
p42324,SE,SWE,31,71,5,29,53,78
p42325,SE,SWE,31,71,5,29,53,78
p42326,SE,SWE,31,71,5,29,53,78
p42327,SE,SWE,31,71,5,29,53,78
p42328,SE,SWE,31,71,5,29,53,78
p42329,SE,SWE,31,71,5,29,53,78
p42330,SE,SWE,31,71,5,29,53,78
p42331,SE,SWE,31,71,5,29,53,78
p42332,SE,SWE,31,71,5,29,53,78
p42333,SE,SWE,31,71,5,29,53,78
p42334,SE,SWE,31,71,5,29,53,78
p42335,SE,SWE,31,71,5,29,53,78
p42336,SE,SWE,31,71,5,29,53,78
p42337,SE,SWE,31,71,5,29,53,78
p42338,SE,SWE,31,71,5,29,53,78
p42339,SE,SWE,31,71,5,29,53,78
p42340,SE,SWE,31,71,5,29,53,78
p42341,SE,SWE,31,71,5,29,53,78
p42342,SE,SWE,31,71,5,29,53,78
p42343,SE,SWE,31,71,5,29,53,78
p42344,SE,SWE,31,71,5,29,53,78
p42345,SE,SWE,31,71,5,29,53,78
p42346,SE,SWE,31,71,5,29,53,78
p42347,SE,SWE,31,71,5,29,53,78
p42348,SE,SWE,31,71,5,29,53,78
p42349,SE,SWE,31,71,5,29,53,78
p42350,SE,SWE,31,71,5,29,53,78
p42351,SE,SWE,31,71,5,29,53,78
p42352,SE,SWE,31,71,5,29,53,78
p42353,SE,SWE,31,71,5,29,53,78
p42354,SE,SWE,31,71,5,29,53,78
p42355,SE,SWE,31,71,5,29,53,78
p42356,SE,SWE,31,71,5,29,53,78
p42357,SE,SWE,31,71,5,29,53,78
p42358,SE,SWE,31,71,5,29,53,78
p42359,SE,SWE,31,71,5,29,53,78
p42360,SE,SWE,31,71,5,29,53,78
p42361,SE,SWE,31,71,5,29,53,78
p42362,SE,SWE,31,71,5,29,53,78
p42363,SE,SWE,31,71,5,29,53,78
p42364,SE,SWE,31,71,5,29,53,78
p42365,SE,SWE,31,71,5,29,53,78
p42366,SE,SWE,31,71,5,29,53,78
p42367,SE,SWE,31,71,5,29,53,78
p42368,SE,SWE,31,71,5,29,53,78
p42369,SE,SWE,31,71,5,29,53,78
p42370,SE,SWE,31,71,5,29,53,78
p42371,SE,SWE,31,71,5,29,53,78
p42372,SE,SWE,31,71,5,29,53,78
p42373,SE,SWE,31,71,5,29,53,78
p42374,SE,SWE,31,71,5,29,53,78
p42375,SE,SWE,31,71,5,29,53,78
p42376,SE,SWE,31,71,5,29,53,78
p42377,SE,SWE,31,71,5,29,53,78
p42378,SE,SWE,31,71,5,29,53,78
p42379,SE,SWE,31,71,5,29,53,78
p42380,SE,SWE,31,71,5,29,53,78
p42381,SE,SWE,31,71,5,29,53,78
p42382,SE,SWE,31,71,5,29,53,78
p42383,SE,SWE,31,71,5,29,53,78
p42384,SE,SWE,31,71,5,29,53,78
p42385,SE,SWE,31,71,5,29,53,78
p42386,SE,SWE,31,71,5,29,53,78
p42387,SE,SWE,31,71,5,29,53,78
p42388,SE,SWE,31,71,5,29,53,78
p42389,SE,SWE,31,71,5,29,53,78
p42390,SE,SWE,31,71,5,29,53,78
p42391,SE,SWE,31,71,5,29,53,78
p42392,SE,SWE,31,71,5,29,53,78
p42393,SE,SWE,31,71,5,29,53,78
p42394,SE,SWE,31,71,5,29,53,78
p42395,SE,SWE,31,71,5,29,53,78
p42396,SE,SWE,31,71,5,29,53,78
p42397,SE,SWE,31,71,5,29,53,78
p42398,SE,SWE,31,71,5,29,53,78
p42399,SE,SWE,31,71,5,29,53,78
p42400,SE,SWE,31,71,5,29,53,78
p42401,SE,SWE,31,71,5,29,53,78
p42402,SE,SWE,31,71,5,29,53,78
p42403,SE,SWE,31,71,5,29,53,78
p42404,SE,SWE,31,71,5,29,53,78
p42405,SE,SWE,31,71,5,29,53,78
p42406,SE,SWE,31,71,5,29,53,78
p42407,SE,SWE,31,71,5,29,53,78
p42408,SE,SWE,31,71,5,29,53,78
p42409,SE,SWE,31,71,5,29,53,78
p42410,SE,SWE,31,71,5,29,53,78
p42411,SE,SWE,31,71,5,29,53,78
p42412,SE,SWE,31,71,5,29,53,78
p42413,SE,SWE,31,71,5,29,53,78
p42414,SE,SWE,31,71,5,29,53,78
p42415,SE,SWE,31,71,5,29,53,78
p42416,SE,SWE,31,71,5,29,53,78
p42417,SE,SWE,31,71,5,29,53,78
p42418,SE,SWE,31,71,5,29,53,78
p42419,SE,SWE,31,71,5,29,53,78
p42420,SE,SWE,31,71,5,29,53,78
p42421,SE,SWE,31,71,5,29,53,78
p42422,SE,SWE,31,71,5,29,53,78
p42423,SE,SWE,31,71,5,29,53,78
p42424,SE,SWE,31,71,5,29,53,78
p42425,SE,SWE,31,71,5,29,53,78
p42426,SE,SWE,31,71,5,29,53,78
p42427,SE,SWE,31,71,5,29,53,78
p42428,SE,SWE,31,71,5,29,53,78
p42429,SE,SWE,31,71,5,29,53,78
p42430,SE,SWE,31,71,5,29,53,78
p42431,SE,SWE,31,71,5,29,53,78
p42432,SE,SWE,31,71,5,29,53,78
p42433,SE,SWE,31,71,5,29,53,78
p42434,SE,SWE,31,71,5,29,53,78
p42435,SE,SWE,31,71,5,29,53,78
p42436,SE,SWE,31,71,5,29,53,78
p42437,SE,SWE,31,71,5,29,53,78
p42438,SE,SWE,31,71,5,29,53,78
p42439,SE,SWE,31,71,5,29,53,78
p42440,SE,SWE,31,71,5,29,53,78
p42441,SE,SWE,31,71,5,29,53,78
p42442,SE,SWE,31,71,5,29,53,78
p42443,SE,SWE,31,71,5,29,53,78
p42444,SE,SWE,31,71,5,29,53,78
p42445,SE,SWE,31,71,5,29,53,78
p42446,SE,SWE,31,71,5,29,53,78
p42447,SE,SWE,31,71,5,29,53,78
p42448,SE,SWE,31,71,5,29,53,78
p42449,SE,SWE,31,71,5,29,53,78
p42450,SE,SWE,31,71,5,29,53,78
p42451,SE,SWE,31,71,5,29,53,78
p42452,SE,SWE,31,71,5,29,53,78
p42453,SE,SWE,31,71,5,29,53,78
p42454,SE,SWE,31,71,5,29,53,78
p42455,SE,SWE,31,71,5,29,53,78
p42456,SE,SWE,31,71,5,29,53,78
p42457,SE,SWE,31,71,5,29,53,78
p42458,SE,SWE,31,71,5,29,53,78
p42459,SE,SWE,31,71,5,29,53,78
p42460,SE,SWE,31,71,5,29,53,78
p42461,SE,SWE,31,71,5,29,53,78
p42462,SE,SWE,31,71,5,29,53,78
p42463,SE,SWE,31,71,5,29,53,78
p42464,SE,SWE,31,71,5,29,53,78
p42465,SE,SWE,31,71,5,29,53,78
p42466,SE,SWE,31,71,5,29,53,78
p42467,SE,SWE,31,71,5,29,53,78
p42468,SE,SWE,31,71,5,29,53,78
p42469,SE,SWE,31,71,5,29,53,78
p42470,SE,SWE,31,71,5,29,53,78
p42471,SE,SWE,31,71,5,29,53,78
p42472,SE,SWE,31,71,5,29,53,78
p42473,SE,SWE,31,71,5,29,53,78
p42474,SE,SWE,31,71,5,29,53,78
p42475,SE,SWE,31,71,5,29,53,78
p42476,SE,SWE,31,71,5,29,53,78
p42477,SE,SWE,31,71,5,29,53,78
p42478,SE,SWE,31,71,5,29,53,78
p42479,SE,SWE,31,71,5,29,53,78
p42480,SE,SWE,31,71,5,29,53,78
p42481,SE,SWE,31,71,5,29,53,78
p42482,SE,SWE,31,71,5,29,53,78
p42483,SE,SWE,31,71,5,29,53,78
p42484,SE,SWE,31,71,5,29,53,78
p42485,SE,SWE,31,71,5,29,53,78
p42486,SE,SWE,31,71,5,29,53,78
p42487,SE,SWE,31,71,5,29,53,78
p42488,SE,SWE,31,71,5,29,53,78
p42489,SE,SWE,31,71,5,29,53,78
p42490,SE,SWE,31,71,5,29,53,78
p42491,SE,SWE,31,71,5,29,53,78
p42492,SE,SWE,31,71,5,29,53,78
p42493,SE,SWE,31,71,5,29,53,78
p42494,SE,SWE,31,71,5,29,53,78
p42495,SE,SWE,31,71,5,29,53,78
p42496,SE,SWE,31,71,5,29,53,78
p42497,SE,SWE,31,71,5,29,53,78
p42498,SE,SWE,31,71,5,29,53,78
p42499,SE,SWE,31,71,5,29,53,78
p42500,SE,SWE,31,71,5,29,53,78
p42501,SE,SWE,31,71,5,29,53,78
p42502,SE,SWE,31,71,5,29,53,78
p42503,SE,SWE,31,71,5,29,53,78
p42504,SE,SWE,31,71,5,29,53,78
p42505,SE,SWE,31,71,5,29,53,78
p42506,SE,SWE,31,71,5,29,53,78
p42507,SE,SWE,31,71,5,29,53,78
p42508,SE,SWE,31,71,5,29,53,78
p42509,SE,SWE,31,71,5,29,53,78
p42510,SE,SWE,31,71,5,29,53,78
p42511,SE,SWE,31,71,5,29,53,78
p42512,SE,SWE,31,71,5,29,53,78
p42513,SE,SWE,31,71,5,29,53,78
p42514,SE,SWE,31,71,5,29,53,78
p42515,SE,SWE,31,71,5,29,53,78
p42516,SE,SWE,31,71,5,29,53,78
p42517,SE,SWE,31,71,5,29,53,78
p42518,SE,SWE,31,71,5,29,53,78
p42519,SE,SWE,31,71,5,29,53,78
p42520,SE,SWE,31,71,5,29,53,78
p42521,SE,SWE,31,71,5,29,53,78
p42522,SE,SWE,31,71,5,29,53,78
p42523,SE,SWE,31,71,5,29,53,78
p42524,SE,SWE,31,71,5,29,53,78
p42525,SE,SWE,31,71,5,29,53,78
p42526,SE,SWE,31,71,5,29,53,78
p42527,SE,SWE,31,71,5,29,53,78
p42528,SE,SWE,31,71,5,29,53,78
p42529,SE,SWE,31,71,5,29,53,78
p42530,SE,SWE,31,71,5,29,53,78
p42531,SE,SWE,31,71,5,29,53,78
p42532,SE,SWE,31,71,5,29,53,78
p42533,SE,SWE,31,71,5,29,53,78
p42534,SE,SWE,31,71,5,29,53,78
p42535,SE,SWE,31,71,5,29,53,78
p42536,SE,SWE,31,71,5,29,53,78
p42537,SE,SWE,31,71,5,29,53,78
p42538,SE,SWE,31,71,5,29,53,78
p42539,SE,SWE,31,71,5,29,53,78
p42540,SE,SWE,31,71,5,29,53,78
p42541,SE,SWE,31,71,5,29,53,78
p42542,SE,SWE,31,71,5,29,53,78
p42543,SE,SWE,31,71,5,29,53,78
p42544,SE,SWE,31,71,5,29,53,78
p42545,SE,SWE,31,71,5,29,53,78
p42546,SE,SWE,31,71,5,29,53,78
p42547,SE,SWE,31,71,5,29,53,78
p42548,SE,SWE,31,71,5,29,53,78
p42549,SE,SWE,31,71,5,29,53,78
p42550,SE,SWE,31,71,5,29,53,78
p42551,SE,SWE,31,71,5,29,53,78
p42552,SE,SWE,31,71,5,29,53,78
p42553,SE,SWE,31,71,5,29,53,78
p42554,SE,SWE,31,71,5,29,53,78
p42555,SE,SWE,31,71,5,29,53,78
p42556,SE,SWE,31,71,5,29,53,78
p42557,SE,SWE,31,71,5,29,53,78
p42558,SE,SWE,31,71,5,29,53,78
p42559,SE,SWE,31,71,5,29,53,78
p42560,SE,SWE,31,71,5,29,53,78
p42561,SE,SWE,31,71,5,29,53,78
p42562,SE,SWE,31,71,5,29,53,78
p42563,SE,SWE,31,71,5,29,53,78
p42564,SE,SWE,31,71,5,29,53,78
p42565,SE,SWE,31,71,5,29,53,78
p42566,SE,SWE,31,71,5,29,53,78
p42567,SE,SWE,31,71,5,29,53,78
p42568,SE,SWE,31,71,5,29,53,78
p42569,SE,SWE,31,71,5,29,53,78
p42570,SE,SWE,31,71,5,29,53,78
p42571,SE,SWE,31,71,5,29,53,78
p42572,SE,SWE,31,71,5,29,53,78
p42573,SE,SWE,31,71,5,29,53,78
p42574,SE,SWE,31,71,5,29,53,78
p42575,SE,SWE,31,71,5,29,53,78
p42576,SE,SWE,31,71,5,29,53,78
p42577,SE,SWE,31,71,5,29,53,78
p42578,SE,SWE,31,71,5,29,53,78
p42579,SE,SWE,31,71,5,29,53,78
p42580,SE,SWE,31,71,5,29,53,78
p42581,SE,SWE,31,71,5,29,53,78
p42582,SE,SWE,31,71,5,29,53,78
p42583,SE,SWE,31,71,5,29,53,78
p42584,SE,SWE,31,71,5,29,53,78
p42585,SE,SWE,31,71,5,29,53,78
p42586,SE,SWE,31,71,5,29,53,78
p42587,SE,SWE,31,71,5,29,53,78
p42588,SE,SWE,31,71,5,29,53,78
p42589,SE,SWE,31,71,5,29,53,78
p42590,SE,SWE,31,71,5,29,53,78
p42591,SE,SWE,31,71,5,29,53,78
p42592,SE,SWE,31,71,5,29,53,78
p42593,SE,SWE,31,71,5,29,53,78
p42594,SE,SWE,31,71,5,29,53,78
p42595,SE,SWE,31,71,5,29,53,78
